2019-05-18 10:47:07,506 - matrix_completion.py[line:140] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.8131, device='cuda:0')
2019-05-19 03:50:43,670 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 84, layer number 30, loss= tensor(0.0061, device='cuda:0')
2019-05-19 03:51:59,220 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 85, layer number 30, loss= tensor(0.0059, device='cuda:0')
2019-05-19 03:53:15,501 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 86, layer number 30, loss= tensor(0.0057, device='cuda:0')
2019-05-19 03:54:31,988 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 87, layer number 30, loss= tensor(0.0056, device='cuda:0')
2019-05-19 03:55:49,118 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 88, layer number 30, loss= tensor(0.0054, device='cuda:0')
2019-05-19 03:57:05,034 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 89, layer number 30, loss= tensor(0.0054, device='cuda:0')
2019-05-19 03:58:21,622 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 90, layer number 30, loss= tensor(0.0053, device='cuda:0')
2019-05-19 03:59:37,718 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 91, layer number 30, loss= tensor(0.0052, device='cuda:0')
2019-05-19 04:00:54,259 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 92, layer number 30, loss= tensor(0.0052, device='cuda:0')
2019-05-19 04:02:09,896 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 93, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-19 04:03:23,916 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 94, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-19 04:04:37,311 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 95, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-19 04:05:52,104 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 96, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-19 04:07:05,849 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 97, layer number 30, loss= tensor(0.0042, device='cuda:0')
2019-05-19 04:08:20,226 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 98, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-19 04:09:34,607 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 99, layer number 30, loss= tensor(0.0036, device='cuda:0')
2019-05-19 04:10:49,608 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 100, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-19 04:12:05,410 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 101, layer number 30, loss= tensor(0.0031, device='cuda:0')
2019-05-19 04:13:20,708 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 102, layer number 30, loss= tensor(0.0029, device='cuda:0')
2019-05-19 04:14:36,536 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 103, layer number 30, loss= tensor(0.0027, device='cuda:0')
2019-05-19 04:15:52,009 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 104, layer number 30, loss= tensor(0.0024, device='cuda:0')
2019-05-19 04:17:08,018 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 105, layer number 30, loss= tensor(0.0022, device='cuda:0')
2019-05-19 04:18:24,138 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 106, layer number 30, loss= tensor(0.0020, device='cuda:0')
2019-05-19 04:19:39,914 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 107, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 04:20:55,862 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 108, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 04:22:11,877 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 109, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 04:23:27,942 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 110, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 04:24:44,075 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 111, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 04:25:59,339 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 112, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 04:27:14,361 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 113, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 04:28:28,137 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 114, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 04:29:41,693 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 115, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-19 04:30:56,433 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 116, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-19 04:32:11,715 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 117, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-19 04:33:25,907 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 118, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-19 04:34:39,212 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 119, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-19 04:35:53,118 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 120, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-19 04:37:06,565 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 121, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-19 04:38:19,513 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 122, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-19 04:39:32,422 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 123, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-19 04:40:45,600 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 124, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-19 04:41:58,985 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 125, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-19 04:43:12,971 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 126, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-19 04:44:27,629 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 127, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-19 04:45:41,796 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 128, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-19 04:46:57,234 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 129, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-19 04:48:12,940 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 130, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-19 04:49:28,083 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 131, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-19 04:50:42,989 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 132, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-19 04:51:57,090 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 133, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 04:53:10,811 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 134, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 04:54:23,132 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 135, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 04:55:35,944 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 136, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 04:56:48,692 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 137, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 04:58:01,260 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 138, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 04:59:14,389 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 139, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-19 05:00:27,505 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 140, layer number 30, loss= tensor(0.0004, device='cuda:0')
2019-05-19 09:50:06,429 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.0004, device='cuda:0')
2019-05-19 09:58:44,690 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(0.1243, device='cuda:0')
2019-05-19 10:07:07,960 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.0139, device='cuda:0')
2019-05-19 10:15:33,744 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.0410, device='cuda:0')
2019-05-19 10:24:09,819 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 4, layer number 30, loss= tensor(0.0294, device='cuda:0')
2019-05-19 10:32:48,149 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 5, layer number 30, loss= tensor(0.0178, device='cuda:0')
2019-05-19 10:41:26,879 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 6, layer number 30, loss= tensor(0.0184, device='cuda:0')
2019-05-19 10:50:27,958 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 7, layer number 30, loss= tensor(0.0178, device='cuda:0')
2019-05-19 10:59:24,447 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 8, layer number 30, loss= tensor(0.0151, device='cuda:0')
2019-05-19 11:08:07,778 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 9, layer number 30, loss= tensor(0.0121, device='cuda:0')
2019-05-19 11:16:56,839 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 10, layer number 30, loss= tensor(0.0094, device='cuda:0')
2019-05-19 11:26:25,501 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 11, layer number 30, loss= tensor(0.0085, device='cuda:0')
2019-05-19 11:35:56,818 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 12, layer number 30, loss= tensor(0.0094, device='cuda:0')
2019-05-19 11:45:15,522 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 13, layer number 30, loss= tensor(0.0111, device='cuda:0')
2019-05-19 11:54:25,748 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 14, layer number 30, loss= tensor(0.0124, device='cuda:0')
2019-05-19 12:03:29,520 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 15, layer number 30, loss= tensor(0.0129, device='cuda:0')
2019-05-19 12:12:24,554 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 16, layer number 30, loss= tensor(0.0131, device='cuda:0')
2019-05-19 12:21:29,631 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 17, layer number 30, loss= tensor(0.0127, device='cuda:0')
2019-05-19 12:30:48,831 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 18, layer number 30, loss= tensor(0.0120, device='cuda:0')
2019-05-19 12:40:12,359 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 19, layer number 30, loss= tensor(0.0113, device='cuda:0')
2019-05-19 12:49:24,908 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 20, layer number 30, loss= tensor(0.0110, device='cuda:0')
2019-05-19 12:58:36,253 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 21, layer number 30, loss= tensor(0.0106, device='cuda:0')
2019-05-19 13:07:58,270 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 22, layer number 30, loss= tensor(0.0099, device='cuda:0')
2019-05-19 13:17:00,440 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 23, layer number 30, loss= tensor(0.0091, device='cuda:0')
2019-05-19 13:26:05,111 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 24, layer number 30, loss= tensor(0.0081, device='cuda:0')
2019-05-19 13:35:07,670 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 25, layer number 30, loss= tensor(0.0072, device='cuda:0')
2019-05-19 13:44:05,410 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 26, layer number 30, loss= tensor(0.0065, device='cuda:0')
2019-05-19 13:53:06,748 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 27, layer number 30, loss= tensor(0.0056, device='cuda:0')
2019-05-19 14:02:08,754 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-19 14:11:06,043 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 29, layer number 30, loss= tensor(0.0048, device='cuda:0')
2019-05-19 14:20:03,017 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 30, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-19 14:28:59,955 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 31, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-19 14:38:00,855 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 32, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-19 14:47:14,215 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 33, layer number 30, loss= tensor(0.0042, device='cuda:0')
2019-05-19 14:56:57,398 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 34, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-19 15:06:30,317 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 35, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-19 15:16:06,205 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 36, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-19 15:25:16,193 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 37, layer number 30, loss= tensor(0.0034, device='cuda:0')
2019-05-19 15:34:20,576 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 38, layer number 30, loss= tensor(0.0032, device='cuda:0')
2019-05-19 15:43:45,526 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 39, layer number 30, loss= tensor(0.0030, device='cuda:0')
2019-05-19 15:53:13,362 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 40, layer number 30, loss= tensor(0.0029, device='cuda:0')
2019-05-19 16:02:02,449 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 41, layer number 30, loss= tensor(0.0028, device='cuda:0')
2019-05-19 16:03:14,721 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 42, layer number 30, loss= tensor(0.0026, device='cuda:0')
2019-05-19 16:04:24,814 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 43, layer number 30, loss= tensor(0.0025, device='cuda:0')
2019-05-19 16:05:33,997 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 44, layer number 30, loss= tensor(0.0025, device='cuda:0')
2019-05-19 16:06:45,938 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 45, layer number 30, loss= tensor(0.0024, device='cuda:0')
2019-05-19 16:07:54,539 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 46, layer number 30, loss= tensor(0.0025, device='cuda:0')
2019-05-19 16:09:03,142 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 47, layer number 30, loss= tensor(0.0025, device='cuda:0')
2019-05-19 16:10:12,555 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 48, layer number 30, loss= tensor(0.0025, device='cuda:0')
2019-05-19 16:11:22,564 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 49, layer number 30, loss= tensor(0.0024, device='cuda:0')
2019-05-19 16:12:30,227 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 50, layer number 30, loss= tensor(0.0023, device='cuda:0')
2019-05-19 16:13:39,243 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 51, layer number 30, loss= tensor(0.0024, device='cuda:0')
2019-05-19 16:14:50,094 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 52, layer number 30, loss= tensor(0.0023, device='cuda:0')
2019-05-19 16:15:59,971 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 53, layer number 30, loss= tensor(0.0023, device='cuda:0')
2019-05-19 16:17:09,638 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 54, layer number 30, loss= tensor(0.0022, device='cuda:0')
2019-05-19 16:18:17,740 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 55, layer number 30, loss= tensor(0.0022, device='cuda:0')
2019-05-19 16:19:26,919 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 56, layer number 30, loss= tensor(0.0023, device='cuda:0')
2019-05-19 16:20:37,190 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 57, layer number 30, loss= tensor(0.0022, device='cuda:0')
2019-05-19 16:24:40,434 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 58, layer number 30, loss= tensor(0.0021, device='cuda:0')
2019-05-19 16:34:07,677 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 59, layer number 30, loss= tensor(0.0021, device='cuda:0')
2019-05-19 16:43:31,799 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 60, layer number 30, loss= tensor(0.0020, device='cuda:0')
2019-05-19 16:52:44,456 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 61, layer number 30, loss= tensor(0.0020, device='cuda:0')
2019-05-19 17:01:56,616 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 62, layer number 30, loss= tensor(0.0019, device='cuda:0')
2019-05-19 17:11:13,132 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 63, layer number 30, loss= tensor(0.0019, device='cuda:0')
2019-05-19 17:20:22,047 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 64, layer number 30, loss= tensor(0.0019, device='cuda:0')
2019-05-19 17:29:29,646 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 65, layer number 30, loss= tensor(0.0019, device='cuda:0')
2019-05-19 17:38:16,904 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 66, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 17:47:09,225 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 67, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 17:56:10,118 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 68, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 18:05:09,463 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 69, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 18:14:22,827 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 70, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 18:23:42,298 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 71, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 18:32:36,530 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 72, layer number 30, loss= tensor(0.0018, device='cuda:0')
2019-05-19 18:41:31,093 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 73, layer number 30, loss= tensor(0.0017, device='cuda:0')
2019-05-19 18:50:28,642 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 74, layer number 30, loss= tensor(0.0017, device='cuda:0')
2019-05-19 18:59:20,895 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 75, layer number 30, loss= tensor(0.0017, device='cuda:0')
2019-05-19 19:08:11,872 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 76, layer number 30, loss= tensor(0.0017, device='cuda:0')
2019-05-19 19:17:34,579 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 77, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 19:26:52,601 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 78, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 19:35:52,059 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 79, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 19:44:47,984 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 80, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 19:53:40,294 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 81, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 20:02:28,836 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 82, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 20:11:26,208 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 83, layer number 30, loss= tensor(0.0016, device='cuda:0')
2019-05-19 20:20:19,442 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 84, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 20:29:22,150 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 85, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 20:38:15,706 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 86, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 20:47:06,721 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 87, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 20:55:54,428 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 88, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 21:04:44,746 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 89, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 21:13:46,950 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 90, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 21:22:47,671 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 91, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 21:31:39,759 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 92, layer number 30, loss= tensor(0.0015, device='cuda:0')
2019-05-19 21:40:31,130 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 93, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 21:45:19,426 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 94, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 21:46:31,800 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 95, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:47:43,369 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 96, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 21:48:56,014 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 97, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 21:50:07,584 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 98, layer number 30, loss= tensor(0.0014, device='cuda:0')
2019-05-19 21:51:19,924 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 99, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:52:31,387 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 100, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:53:43,223 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 101, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:54:56,135 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 102, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:56:09,279 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 103, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:57:21,285 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 104, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:58:33,041 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 105, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 21:59:44,455 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 106, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 22:00:55,723 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 107, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 22:02:07,447 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 108, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 22:03:19,525 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 109, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 22:04:30,700 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 110, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 22:05:43,038 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 111, layer number 30, loss= tensor(0.0013, device='cuda:0')
2019-05-19 22:06:55,419 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 112, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:08:07,062 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 113, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:09:19,127 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 114, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:10:31,247 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 115, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:11:42,763 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 116, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:12:54,869 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 117, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:14:07,394 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 118, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:22:06,330 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 119, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:30:58,578 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 120, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:39:44,604 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 121, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 22:48:45,314 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 122, layer number 30, loss= tensor(0.0012, device='cuda:0')
