2019-05-18 14:55:38,658 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.8176, device='cuda:0')
2019-05-19 20:44:31,433 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.4695, device='cuda:0')
2019-05-19 20:54:10,784 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 29, layer number 30, loss= tensor(0.4678, device='cuda:0')
2019-05-19 21:03:29,726 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 30, layer number 30, loss= tensor(0.4630, device='cuda:0')
2019-05-19 21:12:51,046 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 31, layer number 30, loss= tensor(0.4631, device='cuda:0')
2019-05-19 21:21:59,036 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 32, layer number 30, loss= tensor(0.4550, device='cuda:0')
2019-05-19 21:31:14,196 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 33, layer number 30, loss= tensor(0.4586, device='cuda:0')
2019-05-19 21:40:22,832 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 34, layer number 30, loss= tensor(0.4554, device='cuda:0')
2019-05-19 22:22:44,310 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(1.5885, device='cuda:0')
2019-05-19 22:31:15,312 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(0.2735, device='cuda:0')
2019-05-19 22:39:54,105 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.8380, device='cuda:0')
2019-05-19 22:48:48,048 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.4422, device='cuda:0')
2019-05-19 22:57:58,683 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 4, layer number 30, loss= tensor(0.4892, device='cuda:0')
2019-05-19 23:07:20,640 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 5, layer number 30, loss= tensor(0.5166, device='cuda:0')
2019-05-19 23:16:34,945 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 6, layer number 30, loss= tensor(0.5380, device='cuda:0')
2019-05-19 23:25:47,867 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 7, layer number 30, loss= tensor(0.5470, device='cuda:0')
2019-05-19 23:35:02,154 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 8, layer number 30, loss= tensor(0.5460, device='cuda:0')
2019-05-19 23:44:17,692 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 9, layer number 30, loss= tensor(0.5326, device='cuda:0')
2019-05-19 23:53:31,739 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 10, layer number 30, loss= tensor(0.5143, device='cuda:0')
2019-05-20 00:02:29,599 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 11, layer number 30, loss= tensor(0.4908, device='cuda:0')
2019-05-20 00:11:47,604 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 12, layer number 30, loss= tensor(0.4740, device='cuda:0')
2019-05-20 00:21:24,472 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 13, layer number 30, loss= tensor(0.4647, device='cuda:0')
2019-05-20 00:31:01,720 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 14, layer number 30, loss= tensor(0.4680, device='cuda:0')
2019-05-20 00:40:20,172 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 15, layer number 30, loss= tensor(0.4759, device='cuda:0')
2019-05-20 00:49:33,641 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 16, layer number 30, loss= tensor(0.4890, device='cuda:0')
2019-05-20 00:59:04,505 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 17, layer number 30, loss= tensor(0.4938, device='cuda:0')
2019-05-20 01:08:12,542 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 18, layer number 30, loss= tensor(0.4869, device='cuda:0')
2019-05-20 01:17:52,755 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 19, layer number 30, loss= tensor(0.4740, device='cuda:0')
2019-05-20 01:27:14,816 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 20, layer number 30, loss= tensor(0.4626, device='cuda:0')
2019-05-20 01:36:32,052 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 21, layer number 30, loss= tensor(0.4539, device='cuda:0')
2019-05-20 01:46:09,070 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 22, layer number 30, loss= tensor(0.4535, device='cuda:0')
2019-05-20 01:55:50,340 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 23, layer number 30, loss= tensor(0.4571, device='cuda:0')
2019-05-20 02:05:35,345 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 24, layer number 30, loss= tensor(0.4592, device='cuda:0')
2019-05-20 02:15:18,375 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 25, layer number 30, loss= tensor(0.4629, device='cuda:0')
2019-05-20 02:24:48,434 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 26, layer number 30, loss= tensor(0.4603, device='cuda:0')
2019-05-20 02:34:30,653 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 27, layer number 30, loss= tensor(0.4596, device='cuda:0')
2019-05-20 02:44:04,303 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.4563, device='cuda:0')
2019-05-20 02:53:25,449 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 29, layer number 30, loss= tensor(0.4488, device='cuda:0')
2019-05-20 03:02:51,118 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 30, layer number 30, loss= tensor(0.4455, device='cuda:0')
2019-05-20 03:12:34,797 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 31, layer number 30, loss= tensor(0.4452, device='cuda:0')
2019-05-20 03:21:53,956 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 32, layer number 30, loss= tensor(0.4454, device='cuda:0')
2019-05-20 03:31:03,382 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 33, layer number 30, loss= tensor(0.4466, device='cuda:0')
2019-05-20 03:40:45,691 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 34, layer number 30, loss= tensor(0.4480, device='cuda:0')
2019-05-20 03:49:58,129 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 35, layer number 30, loss= tensor(0.4464, device='cuda:0')
2019-05-20 03:59:13,630 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 36, layer number 30, loss= tensor(0.4438, device='cuda:0')
2019-05-20 04:08:57,265 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 37, layer number 30, loss= tensor(0.4428, device='cuda:0')
2019-05-20 04:18:33,458 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 38, layer number 30, loss= tensor(0.4388, device='cuda:0')
2019-05-20 04:28:04,710 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 39, layer number 30, loss= tensor(0.4404, device='cuda:0')
2019-05-20 04:37:45,886 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 40, layer number 30, loss= tensor(0.4376, device='cuda:0')
2019-05-20 04:47:07,627 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 41, layer number 30, loss= tensor(0.4404, device='cuda:0')
2019-05-20 04:56:15,568 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 42, layer number 30, loss= tensor(0.4363, device='cuda:0')
2019-05-20 05:05:59,025 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 43, layer number 30, loss= tensor(0.4389, device='cuda:0')
2019-05-20 05:15:39,829 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 44, layer number 30, loss= tensor(0.4392, device='cuda:0')
2019-05-20 05:24:49,329 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 45, layer number 30, loss= tensor(0.4395, device='cuda:0')
2019-05-20 05:34:19,703 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 46, layer number 30, loss= tensor(0.4376, device='cuda:0')
2019-05-20 05:43:40,067 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 47, layer number 30, loss= tensor(0.4312, device='cuda:0')
2019-05-20 05:53:08,543 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 48, layer number 30, loss= tensor(0.4332, device='cuda:0')
2019-05-20 06:02:38,829 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 49, layer number 30, loss= tensor(0.4316, device='cuda:0')
2019-05-20 06:12:01,556 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 50, layer number 30, loss= tensor(0.4316, device='cuda:0')
2019-05-20 06:21:19,259 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 51, layer number 30, loss= tensor(0.4293, device='cuda:0')
2019-05-20 06:30:53,248 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 52, layer number 30, loss= tensor(0.4284, device='cuda:0')
2019-05-20 06:40:13,356 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 53, layer number 30, loss= tensor(0.4283, device='cuda:0')
2019-05-20 06:49:21,432 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 54, layer number 30, loss= tensor(0.4305, device='cuda:0')
2019-05-20 06:58:44,562 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 55, layer number 30, loss= tensor(0.4271, device='cuda:0')
2019-05-20 07:07:45,483 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 56, layer number 30, loss= tensor(0.4358, device='cuda:0')
2019-05-20 07:16:57,318 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 57, layer number 30, loss= tensor(0.4410, device='cuda:0')
2019-05-20 07:26:16,378 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 58, layer number 30, loss= tensor(0.4370, device='cuda:0')
2019-05-20 07:35:32,408 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 59, layer number 30, loss= tensor(0.4334, device='cuda:0')
2019-05-20 07:44:53,698 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 60, layer number 30, loss= tensor(0.4206, device='cuda:0')
2019-05-20 07:54:12,079 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 61, layer number 30, loss= tensor(0.4167, device='cuda:0')
2019-05-20 08:03:18,940 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 62, layer number 30, loss= tensor(0.4186, device='cuda:0')
2019-05-20 08:11:58,316 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 63, layer number 30, loss= tensor(0.4245, device='cuda:0')
2019-05-20 08:20:40,026 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 64, layer number 30, loss= tensor(0.4146, device='cuda:0')
2019-05-20 08:29:31,275 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 65, layer number 30, loss= tensor(0.4354, device='cuda:0')
2019-05-20 08:38:15,576 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 66, layer number 30, loss= tensor(0.4282, device='cuda:0')
2019-05-20 08:46:59,832 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 67, layer number 30, loss= tensor(0.4060, device='cuda:0')
2019-05-20 08:55:41,378 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 68, layer number 30, loss= tensor(0.4142, device='cuda:0')
2019-05-20 09:04:23,714 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 69, layer number 30, loss= tensor(0.4213, device='cuda:0')
2019-05-20 09:13:12,245 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 70, layer number 30, loss= tensor(0.4036, device='cuda:0')
2019-05-20 09:22:00,850 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 71, layer number 30, loss= tensor(0.4041, device='cuda:0')
2019-05-20 09:30:48,266 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 72, layer number 30, loss= tensor(0.4122, device='cuda:0')
2019-05-20 09:39:30,286 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 73, layer number 30, loss= tensor(0.4127, device='cuda:0')
2019-05-20 09:48:23,621 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 74, layer number 30, loss= tensor(0.4023, device='cuda:0')
2019-05-20 09:57:04,603 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 75, layer number 30, loss= tensor(0.3978, device='cuda:0')
2019-05-20 10:05:51,573 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 76, layer number 30, loss= tensor(0.3933, device='cuda:0')
2019-05-20 10:15:03,633 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 77, layer number 30, loss= tensor(0.3948, device='cuda:0')
2019-05-20 10:23:52,865 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 78, layer number 30, loss= tensor(0.3887, device='cuda:0')
2019-05-20 10:32:35,895 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 79, layer number 30, loss= tensor(0.3802, device='cuda:0')
2019-05-20 10:41:26,195 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 80, layer number 30, loss= tensor(0.3772, device='cuda:0')
2019-05-20 10:50:24,182 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 81, layer number 30, loss= tensor(0.3731, device='cuda:0')
2019-05-20 10:59:34,375 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 82, layer number 30, loss= tensor(0.3752, device='cuda:0')
2019-05-20 11:00:53,260 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 83, layer number 30, loss= tensor(0.3698, device='cuda:0')
2019-05-20 11:02:00,080 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 84, layer number 30, loss= tensor(0.3698, device='cuda:0')
2019-05-20 11:03:06,149 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 85, layer number 30, loss= tensor(0.3598, device='cuda:0')
2019-05-20 11:04:12,912 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 86, layer number 30, loss= tensor(0.3626, device='cuda:0')
2019-05-20 11:05:19,060 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 87, layer number 30, loss= tensor(0.3485, device='cuda:0')
2019-05-20 11:06:25,922 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 88, layer number 30, loss= tensor(0.3544, device='cuda:0')
2019-05-20 11:07:31,096 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 89, layer number 30, loss= tensor(0.3479, device='cuda:0')
2019-05-20 11:08:37,328 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 90, layer number 30, loss= tensor(0.3420, device='cuda:0')
2019-05-20 11:09:42,770 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 91, layer number 30, loss= tensor(0.3494, device='cuda:0')
2019-05-20 11:10:48,281 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 92, layer number 30, loss= tensor(0.3396, device='cuda:0')
2019-05-20 11:11:55,734 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 93, layer number 30, loss= tensor(0.3198, device='cuda:0')
2019-05-20 11:13:00,887 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 94, layer number 30, loss= tensor(0.3200, device='cuda:0')
2019-05-20 11:14:06,900 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 95, layer number 30, loss= tensor(0.3109, device='cuda:0')
2019-05-20 11:15:12,444 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 96, layer number 30, loss= tensor(0.3022, device='cuda:0')
2019-05-20 11:16:18,299 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 97, layer number 30, loss= tensor(0.2859, device='cuda:0')
2019-05-20 11:17:25,176 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 98, layer number 30, loss= tensor(0.2991, device='cuda:0')
2019-05-20 11:18:30,814 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 99, layer number 30, loss= tensor(0.2822, device='cuda:0')
2019-05-20 11:19:36,226 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 100, layer number 30, loss= tensor(0.2881, device='cuda:0')
2019-05-20 11:20:41,556 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 101, layer number 30, loss= tensor(0.2570, device='cuda:0')
2019-05-20 11:21:47,620 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 102, layer number 30, loss= tensor(0.2959, device='cuda:0')
2019-05-20 11:22:52,858 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 103, layer number 30, loss= tensor(0.2494, device='cuda:0')
2019-05-20 11:23:54,890 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 104, layer number 30, loss= tensor(0.2688, device='cuda:0')
2019-05-20 11:24:55,690 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 105, layer number 30, loss= tensor(0.2555, device='cuda:0')
2019-05-20 11:25:56,828 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 106, layer number 30, loss= tensor(0.2569, device='cuda:0')
2019-05-20 11:26:57,782 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 107, layer number 30, loss= tensor(0.2135, device='cuda:0')
2019-05-20 11:27:58,762 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 108, layer number 30, loss= tensor(0.2462, device='cuda:0')
2019-05-20 11:28:59,329 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 109, layer number 30, loss= tensor(0.2173, device='cuda:0')
2019-05-20 11:30:00,247 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 110, layer number 30, loss= tensor(0.1757, device='cuda:0')
2019-05-20 11:31:01,943 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 111, layer number 30, loss= tensor(0.1980, device='cuda:0')
2019-05-20 11:32:02,775 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 112, layer number 30, loss= tensor(0.2172, device='cuda:0')
2019-05-20 11:33:03,934 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 113, layer number 30, loss= tensor(0.1843, device='cuda:0')
2019-05-20 11:34:04,532 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 114, layer number 30, loss= tensor(0.1684, device='cuda:0')
2019-05-20 11:35:05,439 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 115, layer number 30, loss= tensor(0.1580, device='cuda:0')
2019-05-20 11:36:06,317 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 116, layer number 30, loss= tensor(0.1490, device='cuda:0')
2019-05-20 11:37:06,408 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 117, layer number 30, loss= tensor(0.1590, device='cuda:0')
2019-05-20 11:38:06,760 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 118, layer number 30, loss= tensor(0.2764, device='cuda:0')
2019-05-20 11:39:07,836 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 119, layer number 30, loss= tensor(0.3390, device='cuda:0')
2019-05-20 11:40:08,855 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 120, layer number 30, loss= tensor(0.3434, device='cuda:0')
2019-05-20 11:41:09,623 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 121, layer number 30, loss= tensor(0.3774, device='cuda:0')
2019-05-20 11:42:11,502 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 122, layer number 30, loss= tensor(0.3660, device='cuda:0')
2019-05-20 11:43:13,037 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 123, layer number 30, loss= tensor(0.3501, device='cuda:0')
2019-05-20 11:44:14,309 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 124, layer number 30, loss= tensor(0.3390, device='cuda:0')
2019-05-20 11:45:14,120 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 125, layer number 30, loss= tensor(0.3298, device='cuda:0')
2019-05-20 11:46:16,080 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 126, layer number 30, loss= tensor(0.2950, device='cuda:0')
2019-05-20 11:47:17,024 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 127, layer number 30, loss= tensor(0.2884, device='cuda:0')
2019-05-20 11:48:17,904 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 128, layer number 30, loss= tensor(0.2755, device='cuda:0')
2019-05-20 11:49:18,848 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 129, layer number 30, loss= tensor(0.2280, device='cuda:0')
2019-05-20 11:50:19,615 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 130, layer number 30, loss= tensor(0.2155, device='cuda:0')
2019-05-20 11:51:19,757 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 131, layer number 30, loss= tensor(0.1803, device='cuda:0')
2019-05-20 11:52:21,153 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 132, layer number 30, loss= tensor(0.2214, device='cuda:0')
2019-05-20 11:53:21,707 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 133, layer number 30, loss= tensor(0.1961, device='cuda:0')
2019-05-20 11:54:22,263 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 134, layer number 30, loss= tensor(0.2271, device='cuda:0')
2019-05-20 11:55:23,921 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 135, layer number 30, loss= tensor(0.2397, device='cuda:0')
2019-05-20 11:56:25,093 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 136, layer number 30, loss= tensor(0.2192, device='cuda:0')
2019-05-20 11:57:26,304 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 137, layer number 30, loss= tensor(0.1749, device='cuda:0')
2019-05-20 11:58:27,387 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 138, layer number 30, loss= tensor(0.1432, device='cuda:0')
2019-05-20 11:59:27,344 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 139, layer number 30, loss= tensor(0.3160, device='cuda:0')
2019-05-20 12:00:28,432 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 140, layer number 30, loss= tensor(0.2784, device='cuda:0')
2019-05-20 12:01:29,114 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 141, layer number 30, loss= tensor(0.4477, device='cuda:0')
2019-05-20 12:02:30,112 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 142, layer number 30, loss= tensor(0.4236, device='cuda:0')
2019-05-20 12:03:31,435 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 143, layer number 30, loss= tensor(0.4161, device='cuda:0')
2019-05-20 12:04:32,551 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 144, layer number 30, loss= tensor(0.3635, device='cuda:0')
2019-05-20 12:05:33,594 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 145, layer number 30, loss= tensor(0.3273, device='cuda:0')
2019-05-20 12:06:34,909 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 146, layer number 30, loss= tensor(0.3495, device='cuda:0')
2019-05-20 12:07:35,957 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 147, layer number 30, loss= tensor(0.3308, device='cuda:0')
2019-05-20 12:08:36,405 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 148, layer number 30, loss= tensor(0.3786, device='cuda:0')
2019-05-20 12:09:37,364 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 149, layer number 30, loss= tensor(0.3830, device='cuda:0')
2019-05-20 12:10:38,306 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 150, layer number 30, loss= tensor(0.3219, device='cuda:0')
2019-05-20 12:11:39,453 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 151, layer number 30, loss= tensor(0.4217, device='cuda:0')
2019-05-20 12:12:40,490 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 152, layer number 30, loss= tensor(0.3464, device='cuda:0')
2019-05-20 12:13:41,256 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 153, layer number 30, loss= tensor(0.3978, device='cuda:0')
2019-05-20 12:14:41,904 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 154, layer number 30, loss= tensor(0.4165, device='cuda:0')
2019-05-20 12:15:43,257 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 155, layer number 30, loss= tensor(0.4164, device='cuda:0')
2019-05-20 12:16:44,395 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 156, layer number 30, loss= tensor(0.4185, device='cuda:0')
2019-05-20 12:17:45,837 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 157, layer number 30, loss= tensor(0.4119, device='cuda:0')
2019-05-20 12:18:46,798 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 158, layer number 30, loss= tensor(0.3855, device='cuda:0')
2019-05-20 12:19:48,192 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 159, layer number 30, loss= tensor(0.3327, device='cuda:0')
